Coluna1,Date,Company,Title,Location,Description,Level,Type,Function,Industry,Link
PGtz9zsiPq0whucPnfXngg==,1/25/2023,Braip,Analista de Dados Junior,"Governador Valadares, Minas Gerais, Brazil","Acompanhar projetos das áreas de negócio, contribuindo no entendimento do problema ou da solicitação, com o intuito de disponibilizar uma solução viável e relevante ao negócio;

Alinhamento das demandas com stakeholders, saber questionar, propor soluções e correlacionar com os objetivos da companhia;

Responsabilidades e atribuições
Realizar processo de ETL ( Extract, load, Transform) de diversas fontes de dados;
Criar e monitorar KPIs (Key Performer Indicator) para suportar a estratégia de negócio e produto;
Criar e fazer a manutenção de Dashboards;
Realizar análises exploratórias de massas de dados e análise crítica de métricas e indicadores;
Trabalhar com equipes multidisciplinares, facilitando as tomadas de decisão com base em análise de dados e propor soluções e melhorias em nossos produtos;

Requisitos e qualificações
Conhecimento em linguagem SQL;
Conhecimento em linguagem Python (Pandas, Numpy, Matplotlib, Seaborn, etc);
Conhecimento em ferramentas de DataViz (Power Bi, Tableu, Google Looker ou outros);
Conhecimento em estatística básica;
Capacidade de articulação e pensamento analítico;
Capacidade de trabalhar em equipe

Habilidades desejadas:
Conhecimento em MySQL e Redshift;
Conhecimento em Google Looker, Metabase;
Conhecimento em Elastic Stack;
Conhecimento em metodologias ágeis.

Informações adicionais

Informações adicionais:

Somos uma empresa GPTW! Nosso primeiro selo foi conquistado em 2021 e neste ano conquistamos novamente, sendo avaliados como uma das melhores empresas de Minas Gerais e melhores pequenas empresas para se trabalhar!
Ticket Alimentação (EVA);
Plano Odontológico Odontoprev;
Plano de Saúde Unimed;
Vale-Transporte;
Seguro de vida;
Telemedicina;
Gympass;
Convênio com auto escola, rede de academias, rede de farmácias e escola de idiomas, entre outros;

Local de trabalho: Governador Valadares - Minas Gerais",Not Applicable,Full-time,Information Technology,IT Services and IT Consulting,https://br.linkedin.com/jobs/view/analista-de-dados-junior-at-braip-3453065786?refId=qP2wKvHGz%2FEHIRXcqWaCnA%3D%3D&trackingId=PGtz9zsiPq0whucPnfXngg%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
KEK0yZxjjJyd68gtm0JYzA==,1/13/2023,americanas s.a.,Analista de Dados Jr,"Nova Iguaçu, Rio de Janeiro, Brazil","Job Description

Nossa missão é fazer mais e melhor a cada dia! Somos obcecados por resultado. Nosso maior objetivo é respirar inovação em nossas operações logística e transporte.

Vendemos sonhos, e temos muito orgulho disso!

Acreditamos que a meritocracia é fundamental para o crescimento da companhia. Gente boa, trabalhando em equipe, crescendo na medida do seu talento e sendo recompensada por isso, é o maior ativo da empresa.

Pensando nisso, buscamos atrair e reter os melhores talentos, que se identifiquem com nossa cultura e esteja disposto a se desenvolver conosco.

Se você é apaixonado por entregar resultados, inovação, trabalhar de forma colaborativa e dinâmica, venha fazer parte da nossa história!

Responsibilities and assignments
Interpretar dados de múltiplas bases, analisar os resultados usando técnicas estatísticas;
Desenvolver e implementar bancos de dados, sistemas de coleta de dados, análise de dados e outras estratégias de inteligência de mercado;
Identificar, analisar e interpretar tendências ou padrões em conjuntos de dados complexos;
Elaborar relatórios gerenciais com oportunidades encontradas em novos produtos e/ou negociação de melhores condições comerciais;
Interagir com as diversas áreas de negócio, identificando necessidades das áreas comerciais e apresentação de oportunidades encontradas.

Requirements And Qualifications
Bacharelado em Ciência da Computação, Gestão da Informação, Estatística ou Engenharia.
Ensino Superior completo;
Conhecimento Pacote Office;
Conhecimento e em manipulação de dados utilizando ferramentas como Excel, BI, e outros

VEM SOMAR COM A GENTE!

A Americanas S.A. já nasceu gigante e com pessoas no centro de tudo. Nós temos: + de 53 milhões de clientes ativos, + de 40 mil associados, 100% dos CEPs atendidos com milhões de entregas todos os meses, 175 milhões de itens, 3 milhões de parceiros entre: fornecedores, sellers e merchants e 3.601 lojas físicas, 24 centros de distribuição e 204 unidades operacionais de logística (hubs).

Sobre a nossa cultura:

Temos uma forte cultura de dono, que proporciona bastante autonomia no dia a dia, buscamos constantemente trazer inovação para todas as áreas da companhia, utilizando ferramentas de ponta para melhorar continuamente a qualidade das nossas entregas e produtos. Além disso, incentivamos muito o trabalho em equipe e a troca de ideias, pois assim, crescemos juntos e nos desenvolvemos enquanto profissionais e pessoas.

Diversidade e Inclusão:

A americanas s.a acredita que a diversidade contribui com diferentes visões de mundo e enriquece o trabalho. Como companhia, temos o compromisso de promover um ambiente cada vez mais diverso, inclusivo e acolhedor. Estamos construindo a cada dia uma cultura mais equânime, com base no respeito e valorização das diferenças, encorajando as pessoas a serem quem elas são, independente de gênero, etnia, raça, orientação sexual, religião ou deficiência. Todas as nossas vagas são trabalhadas com base nesse princípio.

Sustentabilidade:

Pelo 7º ano consecutivo, conquistamos a carteira do ISE (Índice de Sustentabilidade Empresarial). Aceleramos nossa capacidade de transformação alinhados à agenda 2030 da ONU, elegendo 5 prioridades dentre os Objetivos para o Desenvolvimento Sustentável (ODSs): educação de qualidade, igualdade de gênero, trabalho e crescimento sustentável, redução das desigualdades e ação contra mudança global do clima.

SomarCast:

Para ouvir quando e onde você quiser, o SomarCast é o podcast da Americanas S.A. com Nina Silva, indicada pela Forbes como uma das 20 mulheres mais poderosas do Brasil em 2019 e sócio-fundadora do Black Money Project, como host e convidados de dentro e fora da companhia. Postado quinzenalmente e abordando temas como educação, meio ambiente, negócios e tecnologia, viemos para somar forças para um mundo melhor. Ouça já no Spotify e demais plataformas de podcast.",Mid-Senior level,Full-time,Information Technology,Retail,https://br.linkedin.com/jobs/view/analista-de-dados-jr-at-americanas-s-a-3473721510?refId=qP2wKvHGz%2FEHIRXcqWaCnA%3D%3D&trackingId=KEK0yZxjjJyd68gtm0JYzA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
4a7ELtkjSPvBKb7XUwYlXg==,1/19/2023,Mundiale,DATA ANALYST,Brazil,"? Nossa missão aqui na Mundiale é simplificar a relação entre marcas e seus consumidores, proporcionando interações mais humanas, assertivas e fluidas, por meio de tecnologia de ponta e uma metodologia própria.

E para isso, buscamos muita gente fera para se juntar ao nosso time de Munders e viver, a cada dia, novos e empolgantes desafios!

E aí, curtiu? Se você quer conhecer ainda mais sobre o trabalho que desenvolvemos dentro do time de DADOS , nossas soluções, modelo de trabalho e rituais do dia a dia, se inscreva e #VemSerMunder!


No seu dia a dia você irá:
Analisar as informações utilizando a metodologia “Data Driven” e sempre direcionar para tomadas de decisões efetivas com geração de insights pertinentes ao negócio.
Apoiar e fornecer à gestão da empresa as informações do negócio MUNDIALE para superação das metas e desafios.
Gerar insights para o time builder (manutenção de relatório) com a finalidade de melhoria das visões estratégicas dos relatórios, facilitando análise de área.

É importante que você tenha:
- Habilidade intermediária a avançada em ferramentas de banco de dados, tais como MySQL e SQL Server;
- Habilidade avançada em excel e power point;
- Prática com análises;
- Vivência em operações de Telecom;
- Capacidade analítica aprofundada;
- Boa capacidade de interpretação.

E você tem:
- Pacote salarial compatível com o mercado;
- Plano de saúde e odontológico;
- Benefício Flexível;
- Vale Transporte;
- Trilha de carreira;
- Modelo de trabalho: Home Office;
- Ambiente de trabalho colaborativo e dinâmico.",Mid-Senior level,Full-time,"Information Technology, Analyst, and Strategy/Planning",IT Services and IT Consulting,https://br.linkedin.com/jobs/view/data-analyst-at-mundiale-3442161820?refId=qP2wKvHGz%2FEHIRXcqWaCnA%3D%3D&trackingId=4a7ELtkjSPvBKb7XUwYlXg%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
ZiPd0mxJtXfrQqVZdJwSPA==,1/19/2023,Grupo DPaschoal,Analista Banco de Dados Jr,"Campinas, São Paulo, Brazil","A Cia DPaschoal está em todo território brasileiro, com atuação nas áreas automotiva, de responsabilidade social, produção e exportação de café. A Cia valoriza as pessoas e compõe diversas oportunidades para seus candidatos e colaboradores se desenvolverem em suas carreiras. Visamos construir juntos uma empresa que ofereça oportunidades de crescimento de forma inovadora e sustentável para clientes, colaboradores, parceiros, acionistas e para o país, agindo com simplicidade, honestidade, ética e responsabilidade, proporcionando respeito, orgulho e reconhecimento a todos. Buscamos profissionais alinhados aos nossos valores, engajados aos desafios da empresa e com vontade de fazer a diferença. Você se identifica com a nossa empresa? Venha trabalhar conosco!!

Responsabilidades e atribuições
Criar, implementar e otimizar relatórios de BI, com base na demanda de parceiros internos e externos com o objetivo de auxiliá-los em tomadas de decisão do negócio, mediante extração e modelagem de dados dos sistemas.
Realizar tarefas de ingestão de dados para os ambientes de análise, utilizando ferramentas de ETL.
Propor a resolução de problemas do negócio, fazendo uso de técnicas de exploração / análise de dados para orientar o raciocínio e posteriormente, apresentar as soluções e visões construídas para as partes interessadas.
Acompanhar atualizações sobre técnicas analíticas, como testes estatísticos, validação de hipóteses, técnicas de machine learning, deep learning e análise de texto e incorporar essas técnicas, quando possível, nos trabalhos da área para geração de conhecimento e auxílio nas tomadas de decisão.
Dar suporte aos times que utilizam os dados, gerando documentações e treinamentos quando necessário, para garantir que as pessoas façam uso correto dos dados e entendam as métricas e indicadores.
Atuar como intermediário na contratação de consultorias de inteligência de dados, traduzindo as demandas do negócio nos objetivos a serem entregues pela consultoria, além de controlar os prazos acordados.

Requisitos e qualificações
Ensino Superior Cursando último/ penultimo ou Completo em Engenharias, Ciência da Computação, Ciência de Dados, Estatística, Matemática ou correlatas;
Conhecimento em traduzir dados em informações, elaboração e condução de apresentações para diferentes empresas e pessoas;
Pacote Office Intermediário - principalmente excel;
Conhecimento em ferramenta de ETL;
Conhecimento de PowerBI e outras ferramentas de visualização;
Conhecimento em SQL intermediário, Python ou R intermediário.

Informações adicionais

Buscamos pessoas apaixonadas por servir, com capacidade para solucionar problemas, agir com inteligência emocional e disposição em colocar a mão na massa e executar.

Conheça nossos benefícios:
Convênio Médico;
Convênio Odontológico;
Vale Alimentação;
Vale Transporte;
Refeição no Local;
Gympass;
PLR;
Seguro de Vida;
Previdência Privada após 1 ano de empresa;
Desconto em todas as empresa da Cia DPaschoal.",Not Applicable,Full-time,Finance and Sales,Retail,https://br.linkedin.com/jobs/view/analista-banco-de-dados-jr-at-cia-dpaschoal-3445881290?refId=qP2wKvHGz%2FEHIRXcqWaCnA%3D%3D&trackingId=ZiPd0mxJtXfrQqVZdJwSPA%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
yz3cvfZnnPATqlaQ2+NV0A==,1/11/2023,Marketdata,Analista de Dados (VBA) JR,"São Paulo, Brazil","Quem Somos?
A Marketdata, empresa do grupo VMLY&R que faz parte da WPP (grupo mundial de agências que opera transformações em seus mercados locais e internacionais através da aplicação prática de soluções criativas), é uma das maiores consultorias de Data Driven Marketing da América Latina.

Detentora de inúmeros prêmios internacionais e também eleita por 10 vezes a Agência do Ano pela Associação Brasileira de Marketing de Dados, possui uma história de 22 anos de sucesso pautada em inovação, tecnologia e análise profunda de dados.

Somos uma empresa que valoriza as relações humanas, a diversidade, criatividade e toda e qualquer construção colaborativa.

Venha ser Marketdata! =)

Principais Desafios:
Será PO de um processo que atualiza material estratégico à área comercial;
Manutenção e melhorias em recorrência com VBA e PPT
Automatização de processo usando código VBA
Integração de base de dados em Excel com PPT (vinculações)

Requisitos:
Conhecimento aprofundado e analítico em VBA
Programação DAX e SAS/ou SQL
Integração entre Power Point e Excel, usando VBA
Bom relacionamento com o cliente para negociação de demandas e levantamento de requisitos.

Local de Trabalho:
Região da Vila Olímpia

O que oferecemos:
. Vale Refeição (inclusive no mês das férias)
· Vale Transporte
· Assistência Médica
· Assistência Odontológica
· Seguro de Vida
· Auxílio Creche
. PLR
· Auxílio Educacional
. Marketdata Academy (Treinamentos mensais à disposição dos colaboradores)
. Parcerias com diversas instituições de ensino
. Convênio com Cinemark
. Programa interno de orientação psicológica, financeira e jurídica
. Happy Day (day off no dia do aniversário)
· Gympass
. Ginástica Laboral
. Banco de Horas",Mid-Senior level,Full-time,Information Technology and Other,Advertising Services,https://br.linkedin.com/jobs/view/analista-de-dados-vba-jr-at-marketdata-3431979668?refId=qP2wKvHGz%2FEHIRXcqWaCnA%3D%3D&trackingId=yz3cvfZnnPATqlaQ2%2BNV0A%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
fd+KbiABYHxe5sRQZy75EQ==,12/5/2022,Lojas Quero-Quero S.A.,ANALISTA DE DADOS JR,"Cachoeirinha, Rio Grande do Sul, Brazil","Já pensou em fazer parte da maior rede em número de lojas de casa e construção do Brasil?

A Lojas Quero-Quero está em busca de pessoas com vontade de fazer a diferença e de se desenvolver dentro do varejo brasileiro!

Somos uma empresa que acredita no valor das pessoas. Por isso, estamos sempre em busca de novos talentos para atuar em diferentes áreas.

Nossa missão é proporcionar uma vida melhor aos nossos colaboradores, clientes e comunidades onde atuamos, através de relacionamentos baseados em integridade, simplicidade, confiança e, acima de tudo, respeito.

Se identificou com os nossos valores e deseja trabalhar conosco? Então não perca tempo, candidate-se e venha fazer parte da nossa equipe!

Responsabilidades e atribuições
Elaboração de estudos e análise de Indicadores Gerencias e Financeiros;
Desenvolvimento de relatórios automatizados e modelos de projeção;
Modelagem e mineração de dados em Banco Postgres e Oracle;
Desenvolvimento de dashboards em Power BI;
Interação com as Equipes e Gestores das Áreas de Negócio.

Requisitos e qualificações
Graduação em Administração, Ciências da Computação, Engenharia, Estatística ou áreas afins;
Excel em nível avançado com conhecimento de Macro (VBA);
Conhecimento de programação, preferencialmente Python e SQL;
Conhecimento de Power BI;
Raciocínio lógico e analítico.

Informações adicionais",Not Applicable,Full-time,Information Technology,Retail,https://br.linkedin.com/jobs/view/analista-de-dados-jr-at-lojas-quero-quero-s-a-3419218521?refId=qP2wKvHGz%2FEHIRXcqWaCnA%3D%3D&trackingId=fd%2BKbiABYHxe5sRQZy75EQ%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
EpyW5Y6nIGZOJqd2njg/bA==,1/18/2023,GetNinjas,Pessoa Analista de Dados,"São Paulo, Brazil","Sobre o GetNinjas

Somos o maior aplicativo de contratação de serviços da América Latina. Conectamos profissionais de todo o Brasil e México com pessoas que precisam do serviço, atendendo com qualidade, facilidade e rapidez todos os tipos de necessidade.

Na missão da vez, nosso clã de Data está em busca de uma pessoa para transformar dados em insights para promover o crescimento da empresa e direcionar algumas áreas de negócios. Irá fazer o acompanhamento dos indicadores da companhia, trazer a melhor visualização desses dados e tirar conclusões e melhorias sobre os dados. Atuação ativa e próxima a todos os times de maneira transversal. E aí, te interessa essa missão? Então, confira mais detalhes dela aqui abaixo:

Esta será a sua missão:
Atender/receber demandas dos times de negócios, reportar prazos, processos e entregáveis;
Alinhamento das demandas com stakeholders, saber questionar, propor soluções e correlacionar com os objetivos da companhia;
Criar visualizações de dados ou a melhor disponibilidade da informação para a área solicitante;
Saber manipular grande volume de dados e traduzir em apresentações/dashboards;
Executar análises de relatório, levantar melhorias e oportunidades de negócio;
Fazer reportes mensais dos KPIs e acompanhar a evolução dos indicadores do negócio;
Documentar as análises realizadas a fim da democratização dos dados para a empresa;
Realizar análises envolvendo o mercado externo, indicadores da economia e explorar oportunidades de expansão do negócio;
Alinhamento com engenheiros de dados sobre necessidades e evoluções da área;
Contribuir com a manutenção da governança de dados da empresa;

Estamos buscando alguém que tenha habilidades ninjas, como:
Domínio amplo do ferramental e práticas de Data (SQL, ferramentas de visualização [Tableau e Metabase], conhecimento de estatística, significância);
Desejável familiaridade com ferramentas de gerenciamento e documentação da empresa (Jira, Notion, Github, etc.);
Capacidade analítica e lógica
Bom conhecimento de negócio e entendimento de produtos digitais, mercado de tech;
Ter trabalhado com grande volume de dados
Fazer benchmarks e indicadores externos e da economia
Boa capacidade de comunicação, para dialogar com stakeholders técnicos e não técnicos;
Disponibilidade em atuar em modelo híbrido 2x na semana em Pinheiros/SP.

Mas será um diferencial se você tiver:
Desejável conhecimento em alguma linguagem de programação - Python ou R;
Inglês

Aqui no GetNinjas nós acreditamos na importância da Diversidade e em como clãs diversos e inclusivos conseguem trazer diferentes perspectivas, criar as melhores soluções e agregar ainda mais valor para nossa missão: conectar quem precisa com quem saber fazer!

Por isso, por aqui oferecemos a mesma oportunidade para todos, independente de etnias, crença, gêneros e para toda forma de amor. Hoje, dentro do nosso time, 52% se identificam como mulheres, 10% como pretos, 20% como pardos e 25% como LGBTQI+. Mas, estamos trabalhando para tornar o GetNinjas ainda mais diverso e incluso, então se você quer fazer a diferença e nos ajudar a construir e a transformar #UmMilhãodeHistórias, estamos de braços abertos para te receber!",Entry level,Full-time,Information Technology,"Technology, Information and Internet",https://br.linkedin.com/jobs/view/pessoa-analista-de-dados-at-getninjas-3413117510?refId=qP2wKvHGz%2FEHIRXcqWaCnA%3D%3D&trackingId=EpyW5Y6nIGZOJqd2njg%2FbA%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
gR6adn/A0orJosgUiTv9bA==,12/14/2022,Sicoob Credigerais,Analista de Dados,"Paracatu, Minas Gerais, Brazil","O profissional será responsável por extrair dados e informações de sistemas para o desenvolvimento de relatórios, métricas e KPIs conforme demandas. A fim de identificar oportunidades de melhorias, correções de problemas relacionados a dados, projeção e manutenção de sistemas.

Requisitos:

Graduação em sistemas de Informação, administração ou áreas afins.

Conhecimento avançado do pacote office, especialmente Excel

Conhecimento em BI (business intelligence)

Desejável conhecimento da ferramenta IBM COGNOS e linguagem de programação Python para analise de dados.

Habilitação B

Disponibilidade para viagens esporádicas",Entry level,Full-time,Administrative,Financial Services,https://br.linkedin.com/jobs/view/analista-de-dados-at-sicoob-credigerais-3393687970?refId=qP2wKvHGz%2FEHIRXcqWaCnA%3D%3D&trackingId=gR6adn%2FA0orJosgUiTv9bA%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Dr1ci9cu3XSpQ2EkA2EWiA==,1/20/2023,Grupo Herval,Analista de Dados JR - HS Financeira,"Dois Irmãos, Rio Grande do Sul, Brazil","Vamos juntos fazer do Grupo Herval cada vez maior?

O Grupo Herval é uma empresa gaúcha fundada em 1959. Com sede na cidade de Dois Irmãos, integra segmentos diferenciados e está presente em todas as regiões do país. Atualmente são 20 marcas que incluem indústria, comércio e serviços – consórcios, seguros, construção e financeira.

Para sustentar nossas marcas e nosso crescimento, buscamos pessoas engajadas com nossos negócios, que busquem concentrar seus esforços para superar expectativas dos clientes internos e externos!

Oportunidade para atuação como Analista de Dados na cidade de Dois Irmãos/RS. Venha fazer parte da equipe da HS Financeira.

Responsabilidades e atribuições
Garantir a disponibilidade de indicadores, por meio do desenvolvimento e análise de dados, criação de dashboards;
Apoiar no desenvolvimento de modelos preditivos, mediante a construção de correlações de dados relacionados à risco de crédito;
Sustentar as tomadas de decisões, por meio do fornecimento de análises em relação aos indicadores de risco de crédito;
Contribuir com a melhoria de políticas de crédito, por meio de análises de dados, levantamento de oportunidades e proposição de adequações;
Colaborar com a construção e automação de processos e controles, mediante a identificação de oportunidades e proposição de soluções.

Requisitos e qualificações
Ensino Superior concluído ou em andamento em Engenharias, Economia, Matemática, Estatística ou áreas afins;
Experiência em análise de dados e criação de Dashboard;
Excel avançado.

SERÁ CONSIDERADO UM DIFERENCIAL:
Inglês e Espanhol;
Conhecimentos em SQL, Python, R e Power BI;
Conhecimento de riscos de crédito massificado.

Informações adicionais

O QUE OFERECEMOS:
Refeitório na empresa;
Ambiente colaborativo;
Vale Transporte;
Descontos pela associação de funcionários;
Benefícios específicos de instituição financeira.
O Grupo Herval busca valorizar a diversidade e está aberto a receber pessoas com quaisquer deficiências, etnia, gênero, orientação sexual, geração e diferentes mindsets.",Not Applicable,Full-time,Information Technology,Consumer Services,https://br.linkedin.com/jobs/view/analista-de-dados-jr-hs-financeira-at-grupo-herval-3447151714?refId=qP2wKvHGz%2FEHIRXcqWaCnA%3D%3D&trackingId=Dr1ci9cu3XSpQ2EkA2EWiA%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
W1EXQZvPLxXeCjEy3bfcBw==,12/28/2022,Cartão Elo,Analista de Dados Jr. de Engenharia,"Barueri, São Paulo, Brazil","Já pensou trabalhar em um ambiente descontraído, cheio de pessoas talentosas e apaixonadas pelo que faz? Na Elo é assim! A empresa de tecnologia em meios de pagamentos 100% BRASILEIRA está buscando profissionais para o time de Engenharia de Dados.

Vai na sua, Vai com Elo!

Lançada há mais de uma década, a Elo é a maior bandeira brasileira, ultrapassando a marca de 140 milhões de cartões emitidos. Produtos e serviços para você e para empresas, nas modalidades crédito, débito e pré-pago. Encontre a opção ideal para seu estilo em nosso site ;)

https://www.elo.com.br/

Aqui na Elo nós respeitamos as individualidades e promovemos uma cultura inclusiva, que busca a equidade e valoriza as diferenças (ex: Gênero, Religião, PcD, LGBTQIAP+, Raça e Etnia). Todas as nossas vagas respeitam esse compromisso.

Curtiu? Então vem saber mais sobre o desafio que temos pra você! ??????

Responsabilidades e atribuições

Como Engenheiro de Dados Jr. você vai:
Atuar em projetos de consultoria, trabalhando próximo aos nossos clientes (Emissores, Adquirentes e outros participantes do mercado de Meios de Pagamento) para identificar seus principais desafios e construir recomendações e estratégias para otimizar seus resultados;
Realizar levantamento de requisitos junto as áreas técnicas e áreas de negócio para criação de definição de repositório de dados;
Apoiar o time de projeto na extração de informações, consolidar dados e construir tabelas e métricas, utilizando os dados e ambiente de dados dos nossos clientes;
Definir de forma lógica os trabalhos a serem desenvolvidos, desde sua elaboração e execução;
Desenvolver e manter/sustentar processos de ingestão, tratamento, controle e disponibilização de dados para suportar as análises e estudos desenvolvidos pelo time de análise do projeto;
Garantir a entrega de dados seguros e confiáveis;
Atuar junto à liderança da Consultoria, na identificação de oportunidades e construção de trabalhos para desenvolvimento dos projetos.

Requisitos e qualificações

Para esse desafio precisamos que você tenha:
Graduação completa: Engenharia, Estatística, Matemática, Economia, Administração e áreas correlatas;
Vivência em: Consultoria estratégia/analítica, Analytics, CRM/BI/Marketing/Riscos;
Conhecimento de linguagem SQL, SAS e Phyton;
Conhecimento em Power Point e Excel;
Inglês avançado.
Diferencial:
Conhecimento em DBeaver, Spark e Cloud AWS;
Vivência nos ecossistemas: Serviços Financeiros, Fintechs e Meios de Pagamento.

Informações adicionais

Para trabalhar na Elo, buscamos pessoas que:
Tenha atitude protagonista e empenham-se em superar resultados
Respondem rapidamente às mudanças, com foco e simplicidade na execução de seu trabalho
Jogam muito bem em time, compartilhando conhecimento e reconhecendo o desempenho e importância de cada colega
Valorizam o diálogo aberto e feedbacks honestos!

Em troca oferecemos para você:
Participação nos Resultados (PPR);
Assistências médica e odontológica (Bradesco);
Seguro de vida (Bradesco Seguros);
Previdência privada (100% custeado pela Elo);
Vale refeição/alimentação de R$ 1.600;
Alelo Mobilidade;
Alelo Cesta Natal;
Alelo Cultura (benefício a ser usado em teatro, cinema ou livrarias);
Zenklub (plataforma de saúde e bem estar);
Acesso ao clube de vantagens Bradesco;
Licença parentalidade estendida;
Auxílio idiomas;
Gympass (rede de academias e estúdios para práticas esportivas).

Importante:

Colocamos nossa GENTE em primeiro lugar e, para respeitar a diversidade de perfis do time Elo, todos os colaboradores são elegíveis e podem optar por escolher a rotina de trabalho que mais se encaixa ao dia a dia, sem dias obrigatórios, com a flexibilidade de ser acordado com a liderança quais momentos fazem mais sentido aquela ida ao escritório ;)

Ah, é importante falar que papais e mamães com filhos até 2 anos de idade podem optar pelo modelo 100% remoto, ok?

Nosso escritório fica localizado em Barueri/SP na Alameda Xingu, 512 - Alphaville Industrial. Converse com nosso time sobre nossas facilidades de transporte e mobilidade.",Not Applicable,Full-time,Information Technology,IT Services and IT Consulting,https://br.linkedin.com/jobs/view/analista-de-dados-jr-de-engenharia-at-cart%C3%A3o-elo-3416844907?refId=qP2wKvHGz%2FEHIRXcqWaCnA%3D%3D&trackingId=W1EXQZvPLxXeCjEy3bfcBw%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
